month,cluster_id,n_samples,n_benign,n_malicious,n_labeled,mal_ratio,age,birth_month,is_new,top_features
2017-08,16,3572,3015,68,3083,0.0221,20,0,False,interesting_calls::getPackageInfo(+0.149); interesting_calls::Obfuscation(Base64)(+0.146); app_permissions::name='android_permission_INTERNET'(+0.144); api_permissions::android_permission_READ_CONTACTS(+0.143); intents::android_intent_action_MAIN(+0.141); intents::android_intent_category_LAUNCHER(+0.141); api_permissions::android_permission_INTERNET(+0.141); api_permissions::android_permission_VIBRATE(+0.141); interesting_calls::getSystemService(+0.141); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.141)
2017-08,17,2947,2564,363,2927,0.124,14,0,False,interesting_calls::getPackageInfo(+0.178); interesting_calls::Cipher(AES/CBC/PKCS5Padding)(+0.168); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.168); interesting_calls::Obfuscation(Base64)(+0.166); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.165); app_permissions::name='android_permission_INTERNET'(+0.163); api_permissions::android_permission_READ_CONTACTS(+0.162); api_permissions::android_permission_INTERNET(+0.161); interesting_calls::getSystemService(+0.160); intents::android_intent_action_MAIN(+0.156)
2017-08,18,316,127,0,127,0.0,16,0,False,interesting_calls::getPackageInfo(+0.135); api_permissions::android_permission_MANAGE_ACCOUNTS(+0.134); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.131); interesting_calls::Read/Write External Storage(+0.126); intents::android_intent_action_MAIN(+0.124); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.123); intents::android_intent_category_LAUNCHER(+0.123); interesting_calls::HttpPost(+0.123); app_permissions::name='android_permission_INTERNET'(+0.123); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.122)
2017-08,19,2286,37,804,841,0.956,18,0,False,app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.347); app_permissions::name='android_permission_READ_PHONE_STATE'(+0.280); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.255); interesting_calls::printStackTrace(+0.212); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.204); app_permissions::name='android_permission_WAKE_LOCK'(+0.196); app_permissions::name='android_permission_INTERNET'(+0.190); intents::android_intent_action_MAIN(+0.180); intents::android_intent_category_LAUNCHER(+0.178); intents::android_intent_category_DEFAULT(+0.173)
2017-08,20,5769,1761,353,2114,0.167,19,0,False,interesting_calls::getPackageInfo(+0.196); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.196); interesting_calls::getSystemService(+0.193); api_permissions::android_permission_INTERNET(+0.192); intents::android_intent_action_MAIN(+0.190); intents::android_intent_category_LAUNCHER(+0.189); interesting_calls::Obfuscation(Base64)(+0.189); app_permissions::name='android_permission_INTERNET'(+0.182); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.178); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.178)
2017-08,21,453,284,13,297,0.0438,17,0,False,interesting_calls::printStackTrace(+0.162); interesting_calls::getPackageInfo(+0.133); intents::android_intent_category_LAUNCHER(+0.132); intents::android_intent_action_MAIN(+0.132); interesting_calls::getSystemService(+0.130); api_permissions::android_permission_INTERNET(+0.130); app_permissions::name='android_permission_INTERNET'(+0.130); interesting_calls::Obfuscation(Base64)(+0.128); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.128); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.126)
2017-08,22,679,346,4,350,0.0114,18,1,False,api_calls::android/telephony/TelephonyManager;->getDeviceId(+0.123); api_permissions::android_permission_MANAGE_ACCOUNTS(+0.113); interesting_calls::getDeviceId(+0.113); api_permissions::android_permission_READ_PHONE_STATE(+0.110); interesting_calls::Obfuscation(Base64)(+0.110); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.109); interesting_calls::HttpPost(+0.107); api_permissions::android_permission_WAKE_LOCK(+0.105); app_permissions::name='android_permission_WAKE_LOCK'(+0.100); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.100)
2017-08,23,7191,2349,84,2433,0.0345,18,1,False,api_permissions::android_permission_WAKE_LOCK(+0.166); interesting_calls::getPackageInfo(+0.164); api_permissions::android_permission_VIBRATE(+0.162); intents::android_intent_action_MAIN(+0.157); app_permissions::name='android_permission_INTERNET'(+0.157); intents::android_intent_category_LAUNCHER(+0.156); interesting_calls::Obfuscation(Base64)(+0.155); interesting_calls::getSystemService(+0.155); api_permissions::android_permission_INTERNET(+0.155); interesting_calls::Read/Write External Storage(+0.154)
2017-08,24,294,246,58,304,0.1908,17,1,False,interesting_calls::Obfuscation(Base64)(+0.153); api_permissions::android_permission_MANAGE_ACCOUNTS(+0.148); interesting_calls::getDeviceId(+0.146); api_permissions::android_permission_VIBRATE(+0.145); api_calls::android/accounts/AccountManager;->invalidateAuthToken(+0.145); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.142); api_permissions::android_permission_WAKE_LOCK(+0.142); api_permissions::android_permission_RECORD_AUDIO(+0.142); api_calls::org/apache/http/impl/client/DefaultHttpClient(+0.142); api_calls::android/content/Context;->startActivity(+0.139)
2017-08,25,1245,503,139,642,0.2165,17,1,False,intents::android_intent_category_DEFAULT(+0.143); interesting_calls::getPackageInfo(+0.134); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.134); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.133); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.132); interesting_calls::Read/Write External Storage(+0.131); interesting_calls::printStackTrace(+0.130); api_permissions::android_permission_VIBRATE(+0.129); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.128); api_permissions::android_permission_READ_PHONE_STATE(+0.127)
2017-08,26,1574,593,44,637,0.0691,18,1,False,intents::android_intent_action_MAIN(+0.239); intents::android_intent_category_LAUNCHER(+0.239); interesting_calls::getSystemService(+0.238); api_permissions::android_permission_INTERNET(+0.236); interesting_calls::Read/Write External Storage(+0.231); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.216); app_permissions::name='android_permission_INTERNET'(+0.215); api_permissions::android_permission_WAKE_LOCK(+0.200); api_permissions::android_permission_VIBRATE(+0.198); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.196)
2017-08,27,214,132,9,141,0.0638,15,2,False,intents::android_intent_action_MAIN(+0.253); intents::android_intent_category_LAUNCHER(+0.252); interesting_calls::getSystemService(+0.238); api_permissions::android_permission_INTERNET(+0.233); app_permissions::name='android_permission_INTERNET'(+0.230); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.209); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.208); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.204); interesting_calls::Read/Write External Storage(+0.195); interesting_calls::getPackageInfo(+0.192)
2017-08,28,1521,497,25,522,0.0479,16,2,False,api_permissions::android_permission_WAKE_LOCK(+0.273); intents::android_intent_action_MAIN(+0.259); intents::android_intent_category_LAUNCHER(+0.258); interesting_calls::getSystemService(+0.247); api_permissions::android_permission_INTERNET(+0.241); api_permissions::android_permission_RECORD_AUDIO(+0.237); api_calls::android/media/MediaPlayer;->start(+0.222); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.221); interesting_calls::Read/Write External Storage(+0.215); app_permissions::name='android_permission_INTERNET'(+0.206)
2017-08,29,221,89,7,96,0.0729,15,2,False,api_permissions::android_permission_VIBRATE(+0.148); api_permissions::android_permission_WAKE_LOCK(+0.095); interesting_calls::Obfuscation(Base64)(+0.095); interesting_calls::getPackageInfo(+0.093); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.092); urls::https://api_twitter_com/oauth/access_token(+0.091); urls::https://api_twitter_com/oauth/request_token(+0.090); api_permissions::android_permission_INTERNET(+0.090); intents::android_intent_action_MAIN(+0.089); interesting_calls::getSystemService(+0.089)
2017-08,30,615,240,3,243,0.0123,17,2,False,interesting_calls::Obfuscation(Base64)(+0.162); urls::http://xmlpull_org/v1/doc/features_html(+0.151); interesting_calls::Read/Write External Storage(+0.151); app_permissions::name='android_permission_INTERNET'(+0.147); intents::android_intent_action_MAIN(+0.146); interesting_calls::getSystemService(+0.146); intents::android_intent_category_LAUNCHER(+0.145); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.145); api_permissions::android_permission_INTERNET(+0.145); urls::http://www_w3_org/XML/1998/namespace(+0.145)
2017-08,31,344,141,0,141,0.0,16,2,False,interesting_calls::Read/Write External Storage(+0.178); api_permissions::android_permission_READ_CONTACTS(+0.164); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.161); interesting_calls::Obfuscation(Base64)(+0.157); api_calls::android/app/NotificationManager;->notify(+0.150); interesting_calls::printStackTrace(+0.138); api_permissions::android_permission_INTERNET(+0.135); interesting_calls::getSystemService(+0.134); intents::android_intent_category_LAUNCHER(+0.133); intents::android_intent_action_MAIN(+0.133)
2017-08,32,305,125,3,128,0.0234,15,3,False,interesting_calls::Read/Write External Storage(+0.125); api_permissions::android_permission_WAKE_LOCK(+0.122); interesting_calls::getPackageInfo(+0.122); api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.120); interesting_calls::getDeviceId(+0.118); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.117); api_permissions::android_permission_VIBRATE(+0.116); interesting_calls::getSystemService(+0.115); intents::android_intent_action_MAIN(+0.115); api_permissions::android_permission_INTERNET(+0.115)
2017-08,33,192,91,3,94,0.0319,14,3,False,api_permissions::android_permission_ACCESS_FINE_LOCATION(+0.167); app_permissions::name='android_permission_INTERNET'(+0.166); interesting_calls::getPackageInfo(+0.165); intents::android_intent_action_MAIN(+0.163); intents::android_intent_category_LAUNCHER(+0.163); interesting_calls::Obfuscation(Base64)(+0.161); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.161); interesting_calls::printStackTrace(+0.160); interesting_calls::getSystemService(+0.159); api_permissions::android_permission_INTERNET(+0.159)
2017-08,34,608,202,5,207,0.0242,15,3,False,api_permissions::android_permission_CAMERA(+0.184); api_calls::android/hardware/Camera;->open(+0.184); api_permissions::android_permission_VIBRATE(+0.178); intents::android_intent_action_MAIN(+0.177); intents::android_intent_category_LAUNCHER(+0.177); app_permissions::name='android_permission_CAMERA'(+0.173); interesting_calls::getSystemService(+0.171); interesting_calls::printStackTrace(+0.170); api_permissions::android_permission_INTERNET(+0.167); interesting_calls::getPackageInfo(+0.167)
2017-08,35,111,42,10,52,0.1923,14,3,False,urls::https://api_weibo_com/2/statuses/hot/repost_daily_json(+0.086); intents::android_intent_category_DEFAULT(+0.082); interesting_calls::getPackageInfo(+0.082); api_permissions::android_permission_ACCESS_WIFI_STATE(+0.079); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.078); interesting_calls::getDeviceId(+0.077); app_permissions::name='android_permission_ACCESS_WIFI_STATE'(+0.077); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.076); api_permissions::android_permission_VIBRATE(+0.075); app_permissions::name='android_permission_INTERNET'(+0.075)
2017-08,36,280,119,1,120,0.0083,14,3,False,intents::android_intent_action_MAIN(+0.273); intents::android_intent_category_LAUNCHER(+0.271); api_permissions::android_permission_INTERNET(+0.261); interesting_calls::getSystemService(+0.261); api_calls::android/app/NotificationManager;->notify(+0.249); app_permissions::name='android_permission_INTERNET'(+0.247); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.231); api_permissions::android_permission_VIBRATE(+0.223); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.208); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.203)
2017-08,37,582,192,5,197,0.0254,14,4,False,api_permissions::android_permission_WAKE_LOCK(+0.155); interesting_calls::getPackageInfo(+0.143); api_permissions::android_permission_VIBRATE(+0.139); interesting_calls::Obfuscation(Base64)(+0.138); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.134); intents::android_intent_action_MAIN(+0.133); app_permissions::name='android_permission_INTERNET'(+0.133); api_permissions::android_permission_INTERNET(+0.132); interesting_calls::getSystemService(+0.132); intents::android_intent_category_LAUNCHER(+0.132)
2017-08,38,313,95,16,111,0.1441,14,4,False,intents::android_intent_action_MAIN(+0.240); intents::android_intent_category_LAUNCHER(+0.239); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.228); interesting_calls::getSystemService(+0.228); api_permissions::android_permission_INTERNET(+0.221); app_permissions::name='android_permission_INTERNET'(+0.211); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.206); interesting_calls::Read/Write External Storage(+0.205); api_permissions::android_permission_WAKE_LOCK(+0.201); api_calls::android/net/ConnectivityManager;->getActiveNetworkInfo(+0.192)
2017-08,39,66,51,1,52,0.0192,11,4,False,intents::android_intent_action_MAIN(+0.141); intents::android_intent_category_LAUNCHER(+0.141); api_permissions::android_permission_INTERNET(+0.140); interesting_calls::getSystemService(+0.140); app_permissions::name='android_permission_INTERNET'(+0.136); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.135); interesting_calls::getPackageInfo(+0.129); interesting_calls::Obfuscation(Base64)(+0.129); app_permissions::name='android_permission_ACCESS_NETWORK_STATE'(+0.127); interesting_calls::Read/Write External Storage(+0.126)
2017-08,40,299,87,3,90,0.0333,12,5,False,intents::android_intent_action_MAIN(+0.281); intents::android_intent_category_LAUNCHER(+0.280); app_permissions::name='android_permission_WRITE_EXTERNAL_STORAGE'(+0.277); interesting_calls::printStackTrace(+0.267); interesting_calls::getSystemService(+0.261); api_permissions::android_permission_INTERNET(+0.254); interesting_calls::Read/Write External Storage(+0.248); app_permissions::name='android_permission_INTERNET'(+0.243); api_permissions::android_permission_WAKE_LOCK(+0.212); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.204)
2017-08,41,1246,391,1,392,0.0026,11,5,False,api_permissions::android_permission_VIBRATE(+0.195); api_permissions::android_permission_WAKE_LOCK(+0.194); intents::android_intent_action_MAIN(+0.193); intents::android_intent_category_LAUNCHER(+0.193); interesting_calls::getSystemService(+0.190); api_permissions::android_permission_INTERNET(+0.189); app_permissions::name='android_permission_INTERNET'(+0.186); interesting_calls::getPackageInfo(+0.183); api_permissions::android_permission_ACCESS_NETWORK_STATE(+0.179); interesting_calls::Obfuscation(Base64)(+0.176)
